site,deployment,deployed_at,uuid,time.s,time.h,battery.V,ch4rf_raw,ch4rf_cal,ch4_raw,ch4_cal,user_note,user_value
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.010,2022-01-21 17:00:05.1E000000F80F00200044004000000000,307,4067,16928,2453,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.021,2022-01-21 17:00:05.1E000000F80F00200044004000000000,487,4085,16928,2440,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.033,2022-01-21 17:00:05.1E000000F80F00200044004000000000,507,4089,16928,2449,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.045,2022-01-21 17:00:05.1E000000F80F00200044004000000000,508,4071,16928,2436,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.056,2022-01-21 17:00:05.1E000000F80F00200044004000000000,509,4068,16928,2443,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.068,2022-01-21 17:00:05.1E000000F80F00200044004000000000,510,4089,16928,2439,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.154,2022-01-21 17:00:05.1E000000F80F00200044004000000000,519,4079,16928,2444,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.166,2022-01-21 17:00:05.1E000000F80F00200044004000000000,500,4079,16928,2440,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.177,2022-01-21 17:00:05.1E000000F80F00200044004000000000,508,4073,16928,2432,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784405.189,2022-01-21 17:00:05.1E000000F80F00200044004000000000,508,4065,16928,2442,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784465.209,2022-01-21 17:01:65.1E000000F80F00200044004000000000,347,4088,16928,2431,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784465.220,2022-01-21 17:01:65.1E000000F80F00200044004000000000,500,4078,16928,2428,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784465.276,2022-01-21 17:01:65.1E000000F80F00200044004000000000,509,4086,16928,2443,-38104,,
jar1,1E000000F80F00200044004000000000,1642782197,50FF6A068678545226181767,1642784465.288,2022-01-21 17:01:65.1E000000F80F00200044004000000000,510,4065,16928,2435,-38104,,
