site,deployment,deployed_at,uuid,time.s,time.h,battery.V,ch4rf_raw,ch4rf_cal,ch4_raw,ch4_cal,user_note,user_value
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.010,2022-01-12 19:00:04.2F000000F80F00200044004000000000,274,2051,-36965,197,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.021,2022-01-12 19:00:04.2F000000F80F00200044004000000000,483,2051,-36965,195,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.033,2022-01-12 19:00:04.2F000000F80F00200044004000000000,508,2051,-36965,202,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.045,2022-01-12 19:00:04.2F000000F80F00200044004000000000,508,2052,-36965,204,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.056,2022-01-12 19:00:04.2F000000F80F00200044004000000000,507,2049,-36965,201,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.068,2022-01-12 19:00:04.2F000000F80F00200044004000000000,506,2050,-36965,206,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.139,2022-01-12 19:00:04.2F000000F80F00200044004000000000,519,2051,-36965,216,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.151,2022-01-12 19:00:04.2F000000F80F00200044004000000000,503,2052,-36965,210,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.163,2022-01-12 19:00:04.2F000000F80F00200044004000000000,509,2052,-36965,218,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014004.174,2022-01-12 19:00:04.2F000000F80F00200044004000000000,511,2051,-36965,218,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014064.194,2022-01-12 19:01:64.2F000000F80F00200044004000000000,335,2055,-36965,448,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014064.206,2022-01-12 19:01:64.2F000000F80F00200044004000000000,495,2055,-36965,445,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014064.260,2022-01-12 19:01:64.2F000000F80F00200044004000000000,508,2054,-36965,447,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014064.271,2022-01-12 19:01:64.2F000000F80F00200044004000000000,511,2057,-36965,446,-63203,,
jar0,2F000000F80F00200044004000000000,1642012231,57FF6C068387575146261167,1642014064.283,2022-01-12 19:01:64.2F000000F80F00200044004000000000,510,2057,-36965,448,-63203,,
