site,deployment,deployed_at,uuid,time.s,time.h,battery.V,ch4rf_raw,ch4rf_cal,ch4_raw,ch4_cal,user_note,user_value
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.010,2022-01-12 20:00:04.31000000F80F00200044004000000000,275,2062,-36965,197,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.022,2022-01-12 20:00:04.31000000F80F00200044004000000000,481,2062,-36965,193,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.033,2022-01-12 20:00:04.31000000F80F00200044004000000000,502,2062,-36965,196,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.045,2022-01-12 20:00:04.31000000F80F00200044004000000000,510,2062,-36965,201,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.057,2022-01-12 20:00:04.31000000F80F00200044004000000000,508,2061,-36965,201,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.069,2022-01-12 20:00:04.31000000F80F00200044004000000000,506,2062,-36965,202,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.140,2022-01-12 20:00:04.31000000F80F00200044004000000000,512,2063,-36965,213,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.151,2022-01-12 20:00:04.31000000F80F00200044004000000000,503,2063,-36965,211,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.163,2022-01-12 20:00:04.31000000F80F00200044004000000000,506,2063,-36965,215,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017604.175,2022-01-12 20:00:04.31000000F80F00200044004000000000,513,2062,-36965,214,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.195,2022-01-12 20:01:64.31000000F80F00200044004000000000,318,2068,-36965,456,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.206,2022-01-12 20:01:64.31000000F80F00200044004000000000,488,2068,-36965,455,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.260,2022-01-12 20:01:64.31000000F80F00200044004000000000,509,2067,-36965,459,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.272,2022-01-12 20:01:64.31000000F80F00200044004000000000,511,2069,-36965,459,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.284,2022-01-12 20:01:64.31000000F80F00200044004000000000,519,2069,-36965,455,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.295,2022-01-12 20:01:64.31000000F80F00200044004000000000,504,2067,-36965,458,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.307,2022-01-12 20:01:64.31000000F80F00200044004000000000,510,2070,-36965,456,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.319,2022-01-12 20:01:64.31000000F80F00200044004000000000,512,2067,-36965,460,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.355,2022-01-12 20:01:64.31000000F80F00200044004000000000,502,2068,-36965,456,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017664.366,2022-01-12 20:01:64.31000000F80F00200044004000000000,511,2069,-36965,460,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.386,2022-01-12 20:02:12.31000000F80F00200044004000000000,316,2084,-36965,533,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.398,2022-01-12 20:02:12.31000000F80F00200044004000000000,494,2082,-36965,534,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.410,2022-01-12 20:02:12.31000000F80F00200044004000000000,515,2084,-36965,534,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.421,2022-01-12 20:02:12.31000000F80F00200044004000000000,504,2084,-36965,539,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.475,2022-01-12 20:02:12.31000000F80F00200044004000000000,507,2082,-36965,533,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.487,2022-01-12 20:02:12.31000000F80F00200044004000000000,511,2085,-36965,535,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.499,2022-01-12 20:02:12.31000000F80F00200044004000000000,510,2084,-36965,535,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.510,2022-01-12 20:02:12.31000000F80F00200044004000000000,510,2082,-36965,537,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.522,2022-01-12 20:02:12.31000000F80F00200044004000000000,518,2083,-36965,534,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017724.576,2022-01-12 20:02:12.31000000F80F00200044004000000000,513,2082,-36965,537,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017784.596,2022-01-12 20:03:18.31000000F80F00200044004000000000,314,2098,-36965,578,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017784.608,2022-01-12 20:03:18.31000000F80F00200044004000000000,494,2098,-36965,576,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017784.620,2022-01-12 20:03:18.31000000F80F00200044004000000000,508,2100,-36965,580,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017784.631,2022-01-12 20:03:18.31000000F80F00200044004000000000,512,2099,-36965,574,-63203,,
jar0,31000000F80F00200044004000000000,1642015831,57FF6C068387575146261167,1642017784.643,2022-01-12 20:03:18.31000000F80F00200044004000000000,517,2098,-36965,578,-63203,,
