site,deployment,deployed_at,uuid,time.s,time.h,battery.V,ch4rf_raw,ch4rf_cal,ch4_raw,ch4_cal,user_note,user_value
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.009,2022-01-12 21:00:05.2F000000F80F00200044004080000000,229,2030,-29101,138,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.021,2022-01-12 21:00:05.2F000000F80F00200044004080000000,497,2030,-29101,139,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.033,2022-01-12 21:00:05.2F000000F80F00200044004080000000,509,2030,-29101,141,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.045,2022-01-12 21:00:05.2F000000F80F00200044004080000000,508,2028,-29101,141,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.057,2022-01-12 21:00:05.2F000000F80F00200044004080000000,535,2031,-29101,142,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.068,2022-01-12 21:00:05.2F000000F80F00200044004080000000,516,2030,-29101,144,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.139,2022-01-12 21:00:05.2F000000F80F00200044004080000000,504,2029,-29101,152,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.151,2022-01-12 21:00:05.2F000000F80F00200044004080000000,534,2029,-29101,151,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.163,2022-01-12 21:00:05.2F000000F80F00200044004080000000,530,2029,-29101,153,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021205.174,2022-01-12 21:00:05.2F000000F80F00200044004080000000,530,2030,-29101,154,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.194,2022-01-12 21:01:65.2F000000F80F00200044004080000000,271,2028,-29101,418,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.206,2022-01-12 21:01:65.2F000000F80F00200044004080000000,495,2026,-29101,416,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.299,2022-01-12 21:01:65.2F000000F80F00200044004080000000,533,2028,-29101,418,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.311,2022-01-12 21:01:65.2F000000F80F00200044004080000000,505,2027,-29101,418,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.323,2022-01-12 21:01:65.2F000000F80F00200044004080000000,536,2026,-29101,417,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.335,2022-01-12 21:01:65.2F000000F80F00200044004080000000,513,2028,-29101,417,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.347,2022-01-12 21:01:65.2F000000F80F00200044004080000000,530,2028,-29101,417,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.358,2022-01-12 21:01:65.2F000000F80F00200044004080000000,535,2028,-29101,417,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.394,2022-01-12 21:01:65.2F000000F80F00200044004080000000,523,2027,-29101,417,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021265.406,2022-01-12 21:01:65.2F000000F80F00200044004080000000,506,2027,-29101,417,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.426,2022-01-12 21:02:12.2F000000F80F00200044004080000000,290,2039,-29101,474,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.437,2022-01-12 21:02:12.2F000000F80F00200044004080000000,488,2040,-29101,473,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.449,2022-01-12 21:02:12.2F000000F80F00200044004080000000,532,2039,-29101,472,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.503,2022-01-12 21:02:12.2F000000F80F00200044004080000000,532,2040,-29101,473,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.515,2022-01-12 21:02:12.2F000000F80F00200044004080000000,529,2037,-29101,472,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.527,2022-01-12 21:02:12.2F000000F80F00200044004080000000,507,2039,-29101,473,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.538,2022-01-12 21:02:12.2F000000F80F00200044004080000000,520,2039,-29101,472,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.550,2022-01-12 21:02:12.2F000000F80F00200044004080000000,532,2038,-29101,473,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.562,2022-01-12 21:02:12.2F000000F80F00200044004080000000,520,2039,-29101,474,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021325.616,2022-01-12 21:02:12.2F000000F80F00200044004080000000,524,2040,-29101,472,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.635,2022-01-12 21:03:18.2F000000F80F00200044004080000000,271,2053,-29101,502,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.647,2022-01-12 21:03:18.2F000000F80F00200044004080000000,509,2055,-29101,503,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.659,2022-01-12 21:03:18.2F000000F80F00200044004080000000,536,2055,-29101,502,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.671,2022-01-12 21:03:18.2F000000F80F00200044004080000000,519,2055,-29101,501,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.683,2022-01-12 21:03:18.2F000000F80F00200044004080000000,532,2053,-29101,501,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.736,2022-01-12 21:03:18.2F000000F80F00200044004080000000,534,2055,-29101,501,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.748,2022-01-12 21:03:18.2F000000F80F00200044004080000000,536,2055,-29101,502,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.760,2022-01-12 21:03:18.2F000000F80F00200044004080000000,525,2053,-29101,502,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.772,2022-01-12 21:03:18.2F000000F80F00200044004080000000,506,2055,-29101,501,-303978,,
jar2,2F000000F80F00200044004080000000,1642019431,50FF6D068678545249232467,1642021385.783,2022-01-12 21:03:18.2F000000F80F00200044004080000000,523,2053,-29101,502,-303978,,
