site,deployment,deployed_at,uuid,time.s,time.h,battery.V,ch4rf_raw,ch4rf_cal,ch4_raw,ch4_cal,user_note,user_value
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.010,2022-01-12 22:30:05.31000000F80F00200044004000000000,219,2011,-29101,138,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.022,2022-01-12 22:30:05.31000000F80F00200044004000000000,481,2012,-29101,139,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.034,2022-01-12 22:30:05.31000000F80F00200044004000000000,525,2012,-29101,143,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.045,2022-01-12 22:30:05.31000000F80F00200044004000000000,517,2010,-29101,143,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.057,2022-01-12 22:30:05.31000000F80F00200044004000000000,524,2012,-29101,145,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.069,2022-01-12 22:30:05.31000000F80F00200044004000000000,532,2011,-29101,146,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.140,2022-01-12 22:30:05.31000000F80F00200044004000000000,511,2010,-29101,151,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.151,2022-01-12 22:30:05.31000000F80F00200044004000000000,529,2010,-29101,155,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.163,2022-01-12 22:30:05.31000000F80F00200044004000000000,533,2010,-29101,154,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026605.175,2022-01-12 22:30:05.31000000F80F00200044004000000000,527,2011,-29101,155,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.195,2022-01-12 22:31:65.31000000F80F00200044004000000000,278,2009,-29101,416,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.207,2022-01-12 22:31:65.31000000F80F00200044004000000000,488,2008,-29101,415,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.260,2022-01-12 22:31:65.31000000F80F00200044004000000000,517,2009,-29101,415,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.272,2022-01-12 22:31:65.31000000F80F00200044004000000000,533,2009,-29101,415,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.284,2022-01-12 22:31:65.31000000F80F00200044004000000000,517,2008,-29101,415,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.296,2022-01-12 22:31:65.31000000F80F00200044004000000000,530,2010,-29101,416,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.308,2022-01-12 22:31:65.31000000F80F00200044004000000000,523,2008,-29101,417,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.319,2022-01-12 22:31:65.31000000F80F00200044004000000000,507,2010,-29101,416,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.355,2022-01-12 22:31:65.31000000F80F00200044004000000000,518,2009,-29101,417,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026665.367,2022-01-12 22:31:65.31000000F80F00200044004000000000,530,2008,-29101,417,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.387,2022-01-12 22:32:12.31000000F80F00200044004000000000,281,2022,-29101,472,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.398,2022-01-12 22:32:12.31000000F80F00200044004000000000,514,2022,-29101,471,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.410,2022-01-12 22:32:12.31000000F80F00200044004000000000,532,2022,-29101,471,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.464,2022-01-12 22:32:12.31000000F80F00200044004000000000,534,2022,-29101,472,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.476,2022-01-12 22:32:12.31000000F80F00200044004000000000,536,2020,-29101,471,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.488,2022-01-12 22:32:12.31000000F80F00200044004000000000,535,2021,-29101,472,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.499,2022-01-12 22:32:12.31000000F80F00200044004000000000,509,2021,-29101,471,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.511,2022-01-12 22:32:12.31000000F80F00200044004000000000,514,2021,-29101,471,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.523,2022-01-12 22:32:12.31000000F80F00200044004000000000,527,2022,-29101,472,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026725.577,2022-01-12 22:32:12.31000000F80F00200044004000000000,530,2022,-29101,471,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.597,2022-01-12 22:33:18.31000000F80F00200044004000000000,245,2036,-29101,501,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.608,2022-01-12 22:33:18.31000000F80F00200044004000000000,507,2038,-29101,502,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.620,2022-01-12 22:33:18.31000000F80F00200044004000000000,536,2037,-29101,501,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.632,2022-01-12 22:33:18.31000000F80F00200044004000000000,521,2038,-29101,501,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.644,2022-01-12 22:33:18.31000000F80F00200044004000000000,535,2037,-29101,500,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.697,2022-01-12 22:33:18.31000000F80F00200044004000000000,516,2038,-29101,502,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.709,2022-01-12 22:33:18.31000000F80F00200044004000000000,529,2039,-29101,501,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.721,2022-01-12 22:33:18.31000000F80F00200044004000000000,539,2036,-29101,501,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.733,2022-01-12 22:33:18.31000000F80F00200044004000000000,537,2038,-29101,501,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026785.745,2022-01-12 22:33:18.31000000F80F00200044004000000000,513,2037,-29101,502,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026845.765,2022-01-12 22:34:24.31000000F80F00200044004000000000,269,2048,-29101,517,-303978,,
jar2,31000000F80F00200044004000000000,1642024831,50FF6D068678545249232467,1642026845.818,2022-01-12 22:34:24.31000000F80F00200044004000000000,488,2049,-29101,518,-303978,,
