site,deployment,deployed_at,uuid,time.s,time.h,battery.V,ch4rf_raw,ch4rf_cal,ch4_raw,ch4_cal,user_note,user_value
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.010,2022-01-11 20:40:04.2B000000F80F00200044004000000000,278,1618,-29101,563,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.022,2022-01-11 20:40:04.2B000000F80F00200044004000000000,480,1619,-29101,562,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.034,2022-01-11 20:40:04.2B000000F80F00200044004000000000,507,1619,-29101,565,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.046,2022-01-11 20:40:04.2B000000F80F00200044004000000000,518,1616,-29101,567,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.057,2022-01-11 20:40:04.2B000000F80F00200044004000000000,505,1619,-29101,571,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.069,2022-01-11 20:40:04.2B000000F80F00200044004000000000,519,1619,-29101,575,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.140,2022-01-11 20:40:04.2B000000F80F00200044004000000000,503,1618,-29101,594,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.152,2022-01-11 20:40:04.2B000000F80F00200044004000000000,516,1619,-29101,597,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.164,2022-01-11 20:40:04.2B000000F80F00200044004000000000,494,1618,-29101,598,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.176,2022-01-11 20:40:04.2B000000F80F00200044004000000000,516,1619,-29101,601,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.193,2022-01-11 20:40:04.2B000000F80F00200044004000000000,498,1620,-29101,606,-303978,,
jar2,2B000000F80F00200044004000000000,1641933025,50FF6D068678545249232467,1641933604.205,2022-01-11 20:40:04.2B000000F80F00200044004000000000,508,1618,-29101,604,-303978,,
